Gene stable ID,Human gene stable ID,Human gene name,"Human orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000105548,,,,Trav15n-3
ENSMUSG00000031870,ENSG00000082175,PGR,1,Pgr
ENSMUSG00000051008,,,,4930412M03Rik
ENSMUSG00000082368,,,,Gm11225
ENSMUSG00000096417,ENSG00000211794,TRAV12-3,0,Trav7-2
ENSMUSG00000096417,ENSG00000211785,TRAV12-1,0,Trav7-2
ENSMUSG00000096417,ENSG00000211789,TRAV12-2,0,Trav7-2
ENSMUSG00000022680,ENSG00000179889,PDXDC1,1,Pdxdc1
ENSMUSG00000024283,ENSG00000095787,WAC,1,Wac
ENSMUSG00000076826,,,,Trav4-2
ENSMUSG00000080759,,,,Gm15573
ENSMUSG00000019761,ENSG00000186395,KRT10,1,Krt10
ENSMUSG00000085355,,,,3010003L21Rik
ENSMUSG00000014592,ENSG00000171735,CAMTA1,1,Camta1
ENSMUSG00000094220,ENSG00000211793,TRAV9-2,0,Trav6-3
ENSMUSG00000116445,,,,Gm49481
ENSMUSG00000065607,ENSG00000199172,MIR331,1,Mir331
ENSMUSG00000111349,,,,Gm48191
ENSMUSG00000051879,ENSG00000139648,KRT71,1,Krt71
ENSMUSG00000075112,ENSG00000181939,OR4C15,0,Olfr1211
ENSMUSG00000096935,,,,1700113A16Rik
ENSMUSG00000094967,,,,Obox4-ps18
ENSMUSG00000110869,,,,Gm49628
ENSMUSG00000096908,ENSG00000211794,TRAV12-3,0,Trav7-3
ENSMUSG00000096908,ENSG00000211785,TRAV12-1,0,Trav7-3
ENSMUSG00000096908,ENSG00000211789,TRAV12-2,1,Trav7-3
ENSMUSG00000093940,,,,Obox4-ps19
ENSMUSG00000020021,ENSG00000180263,FGD6,1,Fgd6
ENSMUSG00002076755,,,,
ENSMUSG00000096797,,,,Obox4-ps20
ENSMUSG00000108028,,,,Gm8143
ENSMUSG00000095922,,,,Obox4-ps21
ENSMUSG00000108220,,,,Gm44056
ENSMUSG00000094468,ENSG00000211793,TRAV9-2,1,Trav6-4
ENSMUSG00000080536,,,,Gm25539
ENSMUSG00000094243,,,,Obox4-ps22
ENSMUSG00000107935,,,,Gm4872
ENSMUSG00000094932,,,,Gm2007
ENSMUSG00000097280,,,,AI849053
ENSMUSG00000052974,ENSG00000197446,CYP2F1,1,Cyp2f2
ENSMUSG00000107879,,,,9330102E08Rik
ENSMUSG00000097428,,,,AW047730
ENSMUSG00000021768,ENSG00000079393,DUSP13,1,Dusp13
ENSMUSG00000107810,,,,Gm18609
ENSMUSG00000044986,ENSG00000128311,TST,1,Tst
ENSMUSG00000056771,,,,Gm10010
ENSMUSG00000097156,,,,Gm3764
ENSMUSG00000097979,,,,Gm4691
ENSMUSG00000078117,,,,Gm16485
ENSMUSG00002076052,,,,7SK
ENSMUSG00000085366,,,,Gm16358
ENSMUSG00000099428,,,,Gm28155
ENSMUSG00000048226,ENSG00000181939,OR4C15,0,Olfr1212
ENSMUSG00000044292,ENSG00000254737,OR10G4,0,Olfr978
ENSMUSG00000044292,ENSG00000182634,OR10G7,1,Olfr978
ENSMUSG00000044292,ENSG00000236981,OR10G9,0,Olfr978
ENSMUSG00000044292,ENSG00000234560,OR10G8,0,Olfr978
ENSMUSG00000087692,,,,Gm11940
ENSMUSG00000067596,,,,Krt74
ENSMUSG00000113936,,,,Gm8784
ENSMUSG00000107873,,,,Gm19065
ENSMUSG00000113455,,,,Gm48825
ENSMUSG00000054517,ENSG00000141569,TRIM65,1,Trim65
ENSMUSG00000059473,ENSG00000254737,OR10G4,0,Olfr979
ENSMUSG00000059473,ENSG00000182634,OR10G7,0,Olfr979
ENSMUSG00000059473,ENSG00000236981,OR10G9,0,Olfr979
ENSMUSG00000059473,ENSG00000234560,OR10G8,1,Olfr979
ENSMUSG00000108280,,,,Gm8703
ENSMUSG00000078889,,,,Gm14288
ENSMUSG00000097154,,,,Gm26510
ENSMUSG00000113755,,,,Gm46391
ENSMUSG00000030313,ENSG00000170456,DENND5B,1,Dennd5b
ENSMUSG00000021759,ENSG00000067113,PLPP1,1,Plpp1
ENSMUSG00000117121,,,,Gm49902
ENSMUSG00000060254,ENSG00000254737,OR10G4,1,Olfr980
ENSMUSG00000060254,ENSG00000182634,OR10G7,0,Olfr980
ENSMUSG00000060254,ENSG00000236981,OR10G9,1,Olfr980
ENSMUSG00000060254,ENSG00000234560,OR10G8,0,Olfr980
ENSMUSG00000117156,,,,Gm49904
ENSMUSG00000083481,,,,Rps8-ps2
ENSMUSG00000066983,,,,Gm16519
ENSMUSG00000086941,,,,Gm2020
ENSMUSG00000117200,,,,Gm49905
ENSMUSG00000107027,,,,1700019F05Rik
ENSMUSG00000046678,ENSG00000198674,OR10G6,1,Olfr981
ENSMUSG00000075111,ENSG00000181939,OR4C15,0,Olfr1213
ENSMUSG00000117079,,,,Gm41611
ENSMUSG00000106968,,,,C78283
ENSMUSG00000096439,,,,Obox4-ps23
ENSMUSG00000071711,ENSG00000128309,MPST,1,Mpst
ENSMUSG00000105979,,,,Gm43411
ENSMUSG00000105311,,,,Gm44574
ENSMUSG00000059042,ENSG00000167751,KLK2,0,Klk1b9
ENSMUSG00000059042,ENSG00000167748,KLK1,1,Klk1b9
ENSMUSG00000059042,ENSG00000142515,KLK3,0,Klk1b9
ENSMUSG00000111553,,,,Gm18892
ENSMUSG00000038838,ENSG00000137411,VARS2,1,Vars2
ENSMUSG00000101963,,,,1700001J11Rik
ENSMUSG00000056735,,,,A930024E05Rik
ENSMUSG00000092988,,,,Mir3093
ENSMUSG00000049010,ENSG00000196248,OR10S1,1,Olfr982
ENSMUSG00002075840,,,,
ENSMUSG00000106493,ENSG00000207933,MIR9-1,1,Mir9-1
ENSMUSG00000104445,ENSG00000132677,RHBG,1,Rhbg
ENSMUSG00000026650,ENSG00000197889,MEIG1,1,Meig1
ENSMUSG00000075551,,,,Cyp3a41a
ENSMUSG00000044205,,,,Olfr983
ENSMUSG00000098404,,,,Mrip-ps
ENSMUSG00000050730,ENSG00000165895,ARHGAP42,1,Arhgap42
ENSMUSG00000086868,,,,Gm15883
ENSMUSG00000056605,ENSG00000170486,KRT72,1,Krt72
ENSMUSG00000020912,ENSG00000187242,KRT12,1,Krt12
ENSMUSG00000033429,ENSG00000124370,MCEE,1,Mcee
ENSMUSG00000021549,ENSG00000145715,RASA1,1,Rasa1
ENSMUSG00002076705,,,,
ENSMUSG00000031954,ENSG00000153774,CFDP1,1,Cfdp1
ENSMUSG00000106555,,,,Gm2479
ENSMUSG00000103766,ENSG00000132677,RHBG,1,Gm38392
ENSMUSG00000108730,,,,Gm45135
ENSMUSG00000084890,,,,A830036E02Rik
ENSMUSG00000063661,ENSG00000186049,KRT73,1,Krt73
ENSMUSG00000108306,,,,Gm44640
ENSMUSG00000093727,,,,Obox3-ps5
ENSMUSG00000105661,,,,Gm43626
ENSMUSG00000078887,,,,Gm6710
ENSMUSG00000031953,ENSG00000261717,,1,Tmem170
ENSMUSG00000031953,ENSG00000166822,TMEM170A,1,Tmem170
ENSMUSG00000039901,ENSG00000120029,ARMH3,1,Armh3
ENSMUSG00000029111,ENSG00000185049,NELFA,1,Nelfa
ENSMUSG00000106582,,,,Obox4-ps24
ENSMUSG00000035775,ENSG00000171431,KRT20,1,Krt20
ENSMUSG00000108602,,,,Klk1b10-ps
ENSMUSG00000038170,ENSG00000178104,PDE4DIP,1,Pde4dip
ENSMUSG00000098561,,,,Gtpbp4-ps5
ENSMUSG00002075786,,,,U6
ENSMUSG00000085288,,,,Gm16356
ENSMUSG00000064201,ENSG00000172867,KRT2,1,Krt2
ENSMUSG00000106616,,,,Obox4-ps25
ENSMUSG00000093554,,,,Obox4-ps26
ENSMUSG00000089756,,,,Zfp966
ENSMUSG00000082633,,,,Gm15779
ENSMUSG00000098744,,,,Ranbp2-ps7
ENSMUSG00000031481,ENSG00000274391,TPTE,0,Tpte
ENSMUSG00000031481,ENSG00000132958,TPTE2,1,Tpte
ENSMUSG00000081532,,,,Gm15781
ENSMUSG00000044485,ENSG00000167751,KLK2,0,Klk1b11
ENSMUSG00000044485,ENSG00000167748,KLK1,1,Klk1b11
ENSMUSG00000044485,ENSG00000142515,KLK3,0,Klk1b11
ENSMUSG00000110753,,,,Gm18391
ENSMUSG00000107970,,,,Gm49058
ENSMUSG00000111539,,,,Gm48372
ENSMUSG00000006777,ENSG00000108244,KRT23,1,Krt23
ENSMUSG00000065664,,,,Gm22578
ENSMUSG00000082829,,,,Gm15780
ENSMUSG00000065198,,,,Gm23462
ENSMUSG00000094766,ENSG00000211794,TRAV12-3,1,Trav7-4
ENSMUSG00000094766,ENSG00000211785,TRAV12-1,0,Trav7-4
ENSMUSG00000094766,ENSG00000211789,TRAV12-2,0,Trav7-4
ENSMUSG00000040354,ENSG00000166986,MARS1,1,Mars1
ENSMUSG00000075110,ENSG00000181939,OR4C15,0,Olfr1214
ENSMUSG00000067292,,,,Gm10203
ENSMUSG00000105666,,,,Gm18711
ENSMUSG00000053007,ENSG00000146592,CREB5,1,Creb5
ENSMUSG00000108794,,,,Gm45195
ENSMUSG00000076831,ENSG00000211797,TRAV17,0,Trav8-1
ENSMUSG00000085253,,,,Gm16833
ENSMUSG00000078787,,,,Cyp2t4
ENSMUSG00000027465,ENSG00000125875,TBC1D20,1,Tbc1d20
ENSMUSG00000084940,,,,Gm15935
ENSMUSG00000088076,,,,Gm22815
ENSMUSG00000046834,ENSG00000167768,KRT1,1,Krt1
ENSMUSG00000045812,ENSG00000171014,OR4D5,1,Olfr984
ENSMUSG00000096900,ENSG00000211782,TRAV8-1,1,Trav9-1
ENSMUSG00000096900,ENSG00000211787,TRAV8-3,0,Trav9-1
ENSMUSG00000020775,ENSG00000204316,MRPL38,1,Mrpl38
ENSMUSG00000096149,ENSG00000211783,TRAV9-1,1,Trav6-5
ENSMUSG00000111061,,,,Gm46102
ENSMUSG00000111317,,,,Gm47333
ENSMUSG00000096551,ENSG00000211791,TRAV13-2,0,Trav10
ENSMUSG00000096551,ENSG00000211788,TRAV13-1,0,Trav10
ENSMUSG00000111284,,,,Gm47334
ENSMUSG00000108539,,,,Klk1b12-ps
ENSMUSG00000049073,ENSG00000181518,OR8D4,1,Olfr985
ENSMUSG00000098830,,,,Mir7024
ENSMUSG00000107043,,,,Gm42849
ENSMUSG00000095862,ENSG00000211793,TRAV9-2,0,Trav6-6
ENSMUSG00000073139,ENSG00000269556,TMEM185A,1,Tmem185a
ENSMUSG00000106688,,,,Gm42851
ENSMUSG00000053719,ENSG00000167751,KLK2,0,Klk1b26
ENSMUSG00000053719,ENSG00000167748,KLK1,1,Klk1b26
ENSMUSG00000053719,ENSG00000142515,KLK3,0,Klk1b26
ENSMUSG00000054417,,,,Cyp3a44
ENSMUSG00000096615,ENSG00000211784,TRAV10,1,Trav11
ENSMUSG00000040541,ENSG00000204300,TMEM225,0,Tmem225
ENSMUSG00000067594,ENSG00000189182,KRT77,1,Krt77
ENSMUSG00000106620,ENSG00000211794,TRAV12-3,1,Trav7-5
ENSMUSG00000106620,ENSG00000211785,TRAV12-1,1,Trav7-5
ENSMUSG00000106620,ENSG00000211789,TRAV12-2,0,Trav7-5
ENSMUSG00000096825,ENSG00000211798,TRAV18,0,Trav12-1
ENSMUSG00000076839,ENSG00000211802,TRAV22,1,Trav13-1
ENSMUSG00000076840,ENSG00000211803,TRAV23DV6,1,Trav14-1
ENSMUSG00000051095,ENSG00000221931,OR6X1,1,Olfr986
ENSMUSG00000108759,,,,Klk1b18-ps
ENSMUSG00000021770,ENSG00000156671,SAMD8,1,Samd8
ENSMUSG00000108339,,,,Klk1b28-ps
ENSMUSG00000054814,ENSG00000109189,USP46,1,Usp46
ENSMUSG00000108328,,,,Gm45196
ENSMUSG00000108440,,,,Klk1b19-ps
ENSMUSG00000025602,ENSG00000166261,ZNF202,1,Zfp202
ENSMUSG00000058709,ENSG00000269858,EGLN2,1,Egln2
ENSMUSG00000117956,,,,Gm50196
ENSMUSG00000117972,,,,Gm6813
ENSMUSG00000097690,,,,4930505N22Rik
ENSMUSG00000075402,ENSG00000185069,KRT76,1,Krt76
ENSMUSG00000074811,ENSG00000166189,HPS6,1,Hps6
ENSMUSG00000078886,,,,Gm2026
ENSMUSG00000025935,ENSG00000067167,TRAM1,1,Tram1
ENSMUSG00000041488,ENSG00000166900,STX3,1,Stx3
ENSMUSG00000083747,,,,Gm14727
ENSMUSG00000083784,,,,Gm14729
ENSMUSG00000103196,,,,Gm37641
ENSMUSG00000078891,,,,Gm11008
ENSMUSG00002076101,,,,
ENSMUSG00000087325,,,,Gm6038
ENSMUSG00000114211,,,,Gm47635
ENSMUSG00000116194,,,,Gm49434
ENSMUSG00000082336,,,,Gm8401
ENSMUSG00000048939,ENSG00000187527,ATP13A5,1,Atp13a5
ENSMUSG00000085103,,,,Gm16357
ENSMUSG00000114506,,,,Gm5666
ENSMUSG00000065836,ENSG00000201659,RNU12-2P,0,Gm23502
ENSMUSG00000064165,ENSG00000196859,KRT39,1,Krt39
ENSMUSG00000039488,ENSG00000149972,CNTN5,1,Cntn5
ENSMUSG00000114447,,,,Gm47636
ENSMUSG00000080843,,,,Gm14726
ENSMUSG00000094016,ENSG00000211804,TRDV1,0,Trav15-1-dv6-1
ENSMUSG00000063177,ENSG00000167751,KLK2,0,Klk1b27
ENSMUSG00000063177,ENSG00000167748,KLK1,1,Klk1b27
ENSMUSG00000063177,ENSG00000142515,KLK3,0,Klk1b27
ENSMUSG00000059668,ENSG00000170477,KRT4,1,Krt4
ENSMUSG00000100016,ENSG00000181939,OR4C15,0,Olfr1215
ENSMUSG00000083119,,,,Gm14724
ENSMUSG00000114900,,,,Gm46396
ENSMUSG00000082652,,,,Gm14725
ENSMUSG00000104738,,,,Trav3-2
ENSMUSG00000082083,,,,Gm14728
ENSMUSG00000017778,ENSG00000127184,COX7C,1,Cox7c
ENSMUSG00000081464,,,,Gm14732
ENSMUSG00000049686,ENSG00000276045,ORAI1,1,Orai1
ENSMUSG00000094966,ENSG00000211782,TRAV8-1,0,Trav9-2
ENSMUSG00000094966,ENSG00000211787,TRAV8-3,1,Trav9-2
ENSMUSG00000082822,,,,Gm14731
ENSMUSG00000084185,,,,Rplp1-ps1
ENSMUSG00000095648,,,,Gm2004
ENSMUSG00000077275,,,,Gm22785
ENSMUSG00000083406,,,,Gm8410
ENSMUSG00000108538,,,,Gm45197
ENSMUSG00000080938,,,,Gm6062
ENSMUSG00000108400,,,,Klk1b14-ps
ENSMUSG00000031377,ENSG00000102010,BMX,1,Bmx
ENSMUSG00000093966,,,,Trav4-3
ENSMUSG00000087250,,,,Usp46os1
ENSMUSG00000086367,,,,Gm6182
ENSMUSG00000030519,ENSG00000034053,APBA2,1,Apba2
ENSMUSG00000106473,,,,Gm19089
ENSMUSG00000061397,ENSG00000185640,KRT79,1,Krt79
ENSMUSG00000075107,ENSG00000181939,OR4C15,0,Olfr1216
ENSMUSG00000104815,,,,Trav5-2
ENSMUSG00000064917,,,,Gm22574
ENSMUSG00000086234,,,,Usp46os2
ENSMUSG00000020315,ENSG00000115306,SPTBN1,1,Sptbn1
ENSMUSG00000098152,,,,Gm27025
ENSMUSG00000096656,ENSG00000211798,TRAV18,0,Trav12-2
ENSMUSG00000119449,ENSG00000239023,RNU1-98P,0,Gm25818
ENSMUSG00000108004,,,,Gm44080
ENSMUSG00000106993,,,,Gm43417
ENSMUSG00000095958,ENSG00000211798,TRAV18,0,Trav12-3
ENSMUSG00000064476,ENSG00000207154,RNU1-46P,0,Gm23405
ENSMUSG00000064476,ENSG00000207220,RNU1-57P,0,Gm23405
ENSMUSG00000106973,,,,Gm43415
ENSMUSG00000034675,ENSG00000113758,DBN1,1,Dbn1
ENSMUSG00000028963,ENSG00000049247,UTS2,0,Uts2
ENSMUSG00000030353,ENSG00000197905,TEAD4,1,Tead4
ENSMUSG00000107255,,,,Gm43416
ENSMUSG00000076846,ENSG00000211802,TRAV22,1,Trav13-2
ENSMUSG00000078894,,,,2210418O10Rik
ENSMUSG00000106943,,,,Dancr
ENSMUSG00000095711,ENSG00000211803,TRAV23DV6,1,Trav14-2
ENSMUSG00000031952,,,,Chst5
ENSMUSG00000076848,ENSG00000211804,TRDV1,0,Trav15-2-dv6-2
ENSMUSG00000094108,,,,Gm17258
ENSMUSG00000050463,ENSG00000170423,KRT78,0,Krt78
ENSMUSG00000039298,ENSG00000136861,CDK5RAP2,1,Cdk5rap2
ENSMUSG00000034868,,,,Myl12b
ENSMUSG00000051506,ENSG00000128815,WDFY4,1,Wdfy4
ENSMUSG00000084858,,,,Gm1980
ENSMUSG00000093355,ENSG00000212588,SNORA26,1,Snora26
ENSMUSG00000093355,ENSG00000212490,,0,Snora26
ENSMUSG00000031951,ENSG00000205084,TMEM231,1,Tmem231
ENSMUSG00000106735,,,,A330058E17Rik
ENSMUSG00000078895,,,,Gm11009
ENSMUSG00000098057,,,,Gm6283
ENSMUSG00000070858,ENSG00000243449,C4orf48,1,Gm1673
ENSMUSG00000101391,ENSG00000181939,OR4C15,0,Olfr1217
ENSMUSG00002076376,,,,
ENSMUSG00000098408,,,,Mir6237
ENSMUSG00000038822,ENSG00000085382,HACE1,1,Hace1
ENSMUSG00002076070,,,,
ENSMUSG00002076846,,,,
ENSMUSG00000111648,,,,Gm46103
ENSMUSG00000049382,ENSG00000170421,KRT8,1,Krt8
ENSMUSG00000111209,,,,Gm7529
ENSMUSG00000109590,,,,Gm32710
ENSMUSG00000089951,,,,Zfp968-ps
ENSMUSG00000111568,,,,Gm18488
ENSMUSG00000110951,,,,Gm47001
ENSMUSG00000098926,,,,Mir6904
ENSMUSG00000111691,,,,Gm47002
ENSMUSG00000025937,ENSG00000147592,LACTB2,1,Lactb2
ENSMUSG00000110942,,,,Gm47029
ENSMUSG00000110734,,,,Gm18934
ENSMUSG00000117098,ENSG00000118680,MYL12B,1,Gm49909
ENSMUSG00000086489,,,,Gm16362
ENSMUSG00000111503,,,,Gm47034
ENSMUSG00000031482,ENSG00000102743,SLC25A15,1,Slc25a15
ENSMUSG00000110858,,,,Gm18160
ENSMUSG00000111458,,,,Gm47035
ENSMUSG00000111111,,,,Gm47037
ENSMUSG00000111810,,,,Gm29785
ENSMUSG00000034377,ENSG00000130338,TULP4,1,Tulp4
ENSMUSG00002074896,,,,5S_rRNA
ENSMUSG00000111552,,,,Gm7570
ENSMUSG00000000392,ENSG00000078098,FAP,1,Fap
ENSMUSG00000098228,,,,Gm21070
ENSMUSG00000108498,,,,Gm45026
ENSMUSG00000116010,,,,Gm36026
ENSMUSG00000108384,,,,Gm45082
ENSMUSG00000023043,ENSG00000111057,KRT18,1,Krt18
ENSMUSG00002075879,,,,U6
ENSMUSG00000108721,,,,Gm44721
ENSMUSG00000059401,ENSG00000013619,MAMLD1,1,Mamld1
ENSMUSG00000108406,,,,Klk1b15-ps
ENSMUSG00000056035,,,,Cyp3a11
ENSMUSG00000032580,ENSG00000003756,RBM5,1,Rbm5
ENSMUSG00000102982,,,,Gm38319
ENSMUSG00000099825,,,,1810012K16Rik
ENSMUSG00000108517,,,,Gm45125
ENSMUSG00000067813,ENSG00000221947,XKR9,1,Xkr9
ENSMUSG00000066516,ENSG00000167751,KLK2,0,Klk1b21
ENSMUSG00000066516,ENSG00000167748,KLK1,1,Klk1b21
ENSMUSG00000066516,ENSG00000142515,KLK3,0,Klk1b21
ENSMUSG00000110193,,,,Gm45452
ENSMUSG00000031950,ENSG00000034713,GABARAPL2,1,Gabarapl2
ENSMUSG00000058655,ENSG00000063046,EIF4B,1,Eif4b
ENSMUSG00000077368,,,,Gm26273
ENSMUSG00000108301,,,,Gm45127
ENSMUSG00000097711,,,,Gm5523
ENSMUSG00000060177,ENSG00000167751,KLK2,0,Klk1b22
ENSMUSG00000060177,ENSG00000167748,KLK1,1,Klk1b22
ENSMUSG00000060177,ENSG00000142515,KLK3,0,Klk1b22
ENSMUSG00000102166,,,,Gm36947
ENSMUSG00002075174,,,,7SK
ENSMUSG00000104209,,,,Gm37400
ENSMUSG00000101523,,,,Csnk2a1-ps3
ENSMUSG00000048617,ENSG00000132026,RTBDN,1,Rtbdn
ENSMUSG00000108796,,,,Gm45126
ENSMUSG00000058729,ENSG00000183814,LIN9,1,Lin9
ENSMUSG00000108403,,,,Gm45122
ENSMUSG00000106743,,,,Gm42847
ENSMUSG00000108797,,,,Klk1b23-ps
ENSMUSG00000105405,,,,Gm42431
ENSMUSG00000104805,,,,Gm43624
ENSMUSG00002076212,,,,5S_rRNA
ENSMUSG00000049907,ENSG00000128045,RASL11B,1,Rasl11b
ENSMUSG00000082262,,,,Gm14730
ENSMUSG00000074369,,,,Obox2
ENSMUSG00000031379,ENSG00000087842,PIR,1,Pir
ENSMUSG00000048292,,,,Olfr1417
ENSMUSG00000060556,,,,Olfr1418
ENSMUSG00000105394,,,,Gm43115
ENSMUSG00000107984,,,,Gm5306
ENSMUSG00000048142,ENSG00000185818,NAT8L,1,Nat8l
ENSMUSG00000108966,,,,Gm45119
ENSMUSG00000043496,ENSG00000255690,TRIL,1,Tril
ENSMUSG00000067545,,,,Olfr1419
ENSMUSG00000105493,,,,Gm43551
ENSMUSG00000095262,,,,Gm21893
ENSMUSG00000053173,,,,Rpl18-ps2
ENSMUSG00000094828,ENSG00000211779,TRAV5,0,Trav3-3
ENSMUSG00000096678,ENSG00000211782,TRAV8-1,0,Trav9-4
ENSMUSG00000096678,ENSG00000211787,TRAV8-3,0,Trav9-4
ENSMUSG00000051548,,,,Gm6365
ENSMUSG00000039958,ENSG00000139160,ETFBKMT,1,Etfbkmt
ENSMUSG00000060878,ENSG00000172289,OR10V1,1,Olfr1420
ENSMUSG00000029477,ENSG00000139714,MORN3,1,Morn3
ENSMUSG00000051639,,,,Fbl-ps2
ENSMUSG00000109938,,,,Gm6009
ENSMUSG00002074878,,,,
ENSMUSG00000058542,,,,Gm15590
ENSMUSG00000110129,,,,Gm45453
ENSMUSG00000046139,ENSG00000166889,PATL1,1,Patl1
ENSMUSG00000031533,ENSG00000102738,MRPS31,1,Mrps31
ENSMUSG00002075503,,,,5S_rRNA
ENSMUSG00000095869,,,,Ppp1r2-ps6
ENSMUSG00000096096,,,,Trav4-4-dv10
ENSMUSG00000059562,ENSG00000197599,CCDC154,1,Ccdc154
ENSMUSG00000104673,,,,Gm43550
ENSMUSG00000095607,ENSG00000211791,TRAV13-2,1,Trav5-4
ENSMUSG00000095607,ENSG00000211788,TRAV13-1,0,Trav5-4
ENSMUSG00000116097,,,,Gm36738
ENSMUSG00000095126,ENSG00000211793,TRAV9-2,1,Trav6-7-dv9
ENSMUSG00000077542,,,,Gm22023
ENSMUSG00000018008,ENSG00000100055,CYTH4,1,Cyth4
ENSMUSG00000031380,ENSG00000165197,VEGFD,1,Vegfd
ENSMUSG00000096138,ENSG00000211794,TRAV12-3,1,Trav7-6
ENSMUSG00000096138,ENSG00000211785,TRAV12-1,0,Trav7-6
ENSMUSG00000096138,ENSG00000211789,TRAV12-2,0,Trav7-6
ENSMUSG00000082663,,,,Trav13-3
ENSMUSG00000031534,ENSG00000176209,SMIM19,1,Smim19
ENSMUSG00000085302,,,,Trav8-2
ENSMUSG00000076855,ENSG00000211799,TRAV19,1,Trav16
ENSMUSG00000094562,ENSG00000211802,TRAV22,1,Trav13-4-dv7
ENSMUSG00000094212,ENSG00000211803,TRAV23DV6,1,Trav14-3
ENSMUSG00000105107,,,,Gm43412
ENSMUSG00000083141,,,,Gm15752
ENSMUSG00000030518,ENSG00000104059,FAM189A1,1,Fam189a1
ENSMUSG00000080836,,,,Gm6444
ENSMUSG00000041673,ENSG00000165383,LRRC18,1,Lrrc18
ENSMUSG00000104979,,,,Mir6994
ENSMUSG00000080902,,,,Ywhaq-ps3
ENSMUSG00000077227,,,,Gm22272
ENSMUSG00002076539,,,,7SK
ENSMUSG00000022679,ENSG00000261130,,0,Mpv17l
ENSMUSG00000022679,ENSG00000156968,MPV17L,1,Mpv17l
ENSMUSG00000024687,ENSG00000110048,OSBP,1,Osbp
ENSMUSG00000028957,ENSG00000049246,PER3,1,Per3
ENSMUSG00000031284,ENSG00000077264,PAK3,1,Pak3
ENSMUSG00000091019,,,,Gm7502
ENSMUSG00000117428,,,,Gm4833
ENSMUSG00000029276,ENSG00000174842,GLMN,1,Glmn
ENSMUSG00000108175,,,,Gm16499
ENSMUSG00000117490,,,,Gm35031
ENSMUSG00000031949,ENSG00000065457,ADAT1,1,Adat1
ENSMUSG00000098381,,,,Mir7225
ENSMUSG00000105245,,,,Gm31305
ENSMUSG00000108255,,,,Gm16499
ENSMUSG00000117385,,,,Gm20147
ENSMUSG00000119179,,,,Gm22910
ENSMUSG00000117484,,,,Gm5500
ENSMUSG00000086557,,,,Gm15999
ENSMUSG00000117424,,,,Gm35232
ENSMUSG00000001521,ENSG00000078246,TULP3,1,Tulp3
ENSMUSG00000092097,,,,Gm5819
ENSMUSG00000010538,ENSG00000163467,TSACC,1,Tsacc
ENSMUSG00002076391,,,,
ENSMUSG00000103172,,,,Gm37148
ENSMUSG00000117549,,,,Gm7523
ENSMUSG00000117483,,,,Gm18526
ENSMUSG00000036904,ENSG00000177283,FZD8,1,Fzd8
ENSMUSG00000097762,,,,4732463B04Rik
ENSMUSG00000036855,ENSG00000177291,GJD4,1,Gjd4
ENSMUSG00000021228,ENSG00000184227,ACOT1,1,Acot3
ENSMUSG00000021228,ENSG00000119673,ACOT2,1,Acot3
ENSMUSG00000053291,ENSG00000167578,RAB4B,1,Rab4b
ENSMUSG00000053291,ENSG00000171570,RAB4B-EGLN2,1,Rab4b
ENSMUSG00000103574,,,,Gm37116
ENSMUSG00000105090,,,,Trav15-3
ENSMUSG00000117644,,,,Gm50053
ENSMUSG00000027879,ENSG00000265808,SEC22B,1,Sec22b
ENSMUSG00000076858,ENSG00000211779,TRAV5,0,Trav3-4
ENSMUSG00000024286,ENSG00000108100,CCNY,1,Ccny
ENSMUSG00000115104,,,,Gm49029
ENSMUSG00000114245,ENSG00000284395,PERCC1,1,Percc1
ENSMUSG00000105380,,,,Trav12-4
ENSMUSG00000067722,ENSG00000174109,C16orf91,1,BC003965
ENSMUSG00000077612,,,,Gm25498
ENSMUSG00002076761,,,,
ENSMUSG00000087666,ENSG00000211802,TRAV22,0,Trav13-5
ENSMUSG00000114856,,,,Gm47642
ENSMUSG00000109030,,,,Olfr1421-ps1
ENSMUSG00000111466,,,,Gm47504
ENSMUSG00000114750,,,,Gm18265
ENSMUSG00000115523,,,,Gm6340
ENSMUSG00000109047,,,,Gm45115
ENSMUSG00000111491,,,,Gm47503
ENSMUSG00000098341,,,,Mir6944
ENSMUSG00002075184,,,,
ENSMUSG00000096397,ENSG00000211782,TRAV8-1,0,Trav17
ENSMUSG00000096397,ENSG00000211787,TRAV8-3,0,Trav17
ENSMUSG00000108947,,,,Olfr1422-ps1
ENSMUSG00000098011,,,,Gm21232
ENSMUSG00000111036,,,,Gm47502
ENSMUSG00000089818,,,,Gm15950
ENSMUSG00000073242,,,,Dnmt3aos
ENSMUSG00000024048,,,,Myl12a
ENSMUSG00000109223,,,,Gm45116
ENSMUSG00000114674,,,,Gm19239
ENSMUSG00000110874,,,,D030045P18Rik
ENSMUSG00000114960,,,,Gm47649
ENSMUSG00000067529,ENSG00000176200,OR4D11,1,Olfr1423
ENSMUSG00000112271,,,,Gm9088
ENSMUSG00000076861,ENSG00000211809,TRAV27,1,Trav18
ENSMUSG00000076861,ENSG00000211806,TRAV25,1,Trav18
ENSMUSG00000038094,ENSG00000127249,ATP13A4,1,Atp13a4
ENSMUSG00000098213,,,,Gm27044
ENSMUSG00000042540,ENSG00000184227,ACOT1,1,Acot5
ENSMUSG00000042540,ENSG00000119673,ACOT2,1,Acot5
